City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
323,Tongliao,CN,43.6125,122.2653,16.21,68,0,17.29,clear sky
324,Bellmead,US,31.594,-97.1089,41.56,72,1,0.0,clear sky
325,Rabo De Peixe,PT,37.8,-25.5833,64.27,95,40,16.11,scattered clouds
326,Kampot,KH,10.6167,104.1833,86.05,62,44,15.7,scattered clouds
327,Pailon,BO,-17.65,-62.75,76.1,97,100,5.64,moderate rain
328,College,US,64.8569,-147.8028,-5.42,77,90,4.61,mist
329,Saint-Augustin,CA,51.226,-58.6502,26.96,72,100,12.1,overcast clouds
330,Kaitangata,NZ,-46.2817,169.8464,55.92,55,4,9.48,clear sky
331,Chokurdakh,RU,70.6333,147.9167,-46.16,99,93,1.95,overcast clouds
332,Tabora,TZ,-5.0167,32.8,64.78,90,61,6.11,light rain
333,Alice Springs,AU,-23.7,133.8833,94.55,14,1,5.75,clear sky
334,Kapan,AM,39.2075,46.4058,43.38,36,47,2.39,scattered clouds
335,Vuktyl,RU,63.8567,57.3094,11.26,87,86,7.27,overcast clouds
336,Bilma,NE,18.6853,12.9164,60.55,14,24,6.42,few clouds
337,Saint Anthony,US,45.0205,-93.218,24.58,75,1,1.99,clear sky
338,Hobyo,SO,5.3505,48.5268,78.42,78,25,19.44,scattered clouds
339,Yinchuan,CN,38.4681,106.2731,27.86,28,0,0.81,clear sky
340,Tuatapere,NZ,-46.1333,167.6833,57.81,46,0,9.64,clear sky
341,San Juan,AR,-31.5375,-68.5364,80.28,31,0,12.48,clear sky
342,Pomabamba,PE,-8.8333,-77.4667,50.7,83,55,6.38,broken clouds
343,Bandipur,NP,27.9333,84.4167,56.21,46,22,1.07,few clouds
344,Cozumel,MX,20.5083,-86.9458,77.11,82,6,3.0,clear sky
345,Lavrentiya,RU,65.5833,-171.0,-13.88,85,7,8.05,clear sky
346,Preston,GB,53.7667,-2.7167,52.18,96,100,5.06,overcast clouds
347,Lata,PT,40.1629,-8.3327,50.07,92,33,3.22,scattered clouds
348,Bambous Virieux,MU,-20.3428,57.7575,82.22,69,75,13.8,broken clouds
349,Morros,BR,-9.4467,-46.3003,71.08,98,100,6.71,overcast clouds
350,Vrangel,RU,42.7297,133.0839,28.74,43,13,22.68,few clouds
351,Labuhan,ID,-6.8844,112.2051,87.15,60,85,4.05,overcast clouds
352,Dehloran,IR,32.6941,47.2679,58.26,33,0,3.09,clear sky
353,Airai,TL,-8.9266,125.4092,73.17,71,66,0.69,broken clouds
354,Narsaq,GL,60.9167,-46.05,19.62,86,44,6.24,scattered clouds
355,Bagdarin,RU,54.4333,113.6,-5.1,77,91,2.26,overcast clouds
356,Sangar,RU,63.9242,127.4739,-11.06,96,100,5.86,overcast clouds
357,Mgachi,RU,51.05,142.2667,23.68,88,93,3.85,overcast clouds
358,Muskegon,US,43.3,-86.1334,39.25,66,1,13.8,clear sky
359,Rio De Janeiro,BR,-22.9028,-43.2075,77.0,83,40,3.44,scattered clouds
360,Imphal,IN,24.8167,93.95,57.11,88,75,0.0,mist
361,Sugod,PH,12.987,124.0805,80.15,88,100,15.39,overcast clouds
362,High Level,CA,58.5169,-117.136,-10.21,100,58,3.8,broken clouds
363,Mae Ramat,TH,16.984,98.5166,82.72,45,0,6.31,clear sky
364,Kishapu,TZ,-3.6167,33.8667,69.37,66,85,7.94,overcast clouds
365,Chon Daen,TH,16.1895,100.8596,82.81,42,0,8.66,clear sky
366,Natal,BR,-5.795,-35.2094,80.82,78,40,12.66,scattered clouds
367,Ancud,CL,-41.8697,-73.8203,49.53,84,81,17.38,light rain
368,Flagstaff,US,35.1981,-111.6513,30.31,83,1,1.01,clear sky
369,Umuarama,BR,-23.7664,-53.325,75.96,35,100,6.06,overcast clouds
370,Santa Ines,BR,-3.6667,-45.38,75.87,89,85,3.6,moderate rain
371,Paralimni,CY,35.0375,33.9833,63.09,78,0,8.99,clear sky
372,Joshimath,IN,30.5667,79.5667,52.63,27,97,2.35,overcast clouds
373,Leningradskiy,RU,69.3833,178.4167,-31.34,94,33,5.88,scattered clouds
374,Tingo Maria,PE,-9.2895,-76.0088,70.21,98,71,1.95,broken clouds
375,Juneau,US,58.3019,-134.4197,30.25,96,75,0.0,broken clouds
376,Ust-Kishert,RU,57.3654,57.2495,0.0,98,9,3.06,clear sky
377,Itaqui,BR,-29.1253,-56.5531,73.83,53,91,6.35,overcast clouds
378,Sovetsk,RU,55.0839,21.8785,30.79,93,100,4.61,overcast clouds
379,Kirovsk,UA,48.6375,38.6428,29.68,92,33,11.7,scattered clouds
380,Del Gallego,PH,13.9223,122.5954,82.18,80,100,12.41,overcast clouds
381,Ribeirao Branco,BR,-24.2208,-48.7656,66.36,57,99,0.63,overcast clouds
382,Marsabit,KE,2.3284,37.9899,62.17,67,9,9.78,clear sky
383,Sayyan,YE,15.1718,44.3244,40.53,66,0,4.61,clear sky
384,Chenzhou,CN,25.8,113.0333,50.07,86,100,6.46,overcast clouds
385,Cumana,VE,10.4635,-64.1775,77.09,86,100,8.55,overcast clouds
386,Nova Olimpia,BR,-14.7972,-57.2881,74.39,96,100,3.33,light rain
387,Adrar,MR,20.5022,-10.0711,62.44,21,67,9.78,broken clouds
388,Porto Velho,BR,-8.7619,-63.9039,78.85,94,0,0.0,clear sky
389,Benguela,AO,-12.5763,13.4055,77.14,82,93,1.41,overcast clouds
390,Pelym,RU,61.0108,61.9978,14.45,83,61,7.4,broken clouds
391,Porto Novo,BJ,6.4965,2.6036,80.42,83,70,4.56,broken clouds
392,Lincolnton,US,35.4737,-81.2545,60.26,66,75,7.0,broken clouds
393,Senneterre,CA,48.3835,-77.2328,23.22,90,100,18.12,light snow
394,Belmonte,BR,-15.8631,-38.8828,77.5,89,5,7.09,clear sky
395,Kwinana,AU,-32.25,115.7667,76.3,57,0,21.65,clear sky
396,Kurilsk,RU,45.2333,147.8833,38.46,74,89,13.33,overcast clouds
397,Sorland,NO,67.667,12.6934,38.73,81,100,9.24,overcast clouds
398,Qaqortoq,GL,60.7167,-46.0333,19.9,89,51,3.78,broken clouds
399,Dandong,CN,40.1292,124.3947,28.26,29,1,17.09,clear sky
400,Anyama,CI,5.4946,-4.0518,79.61,85,36,1.97,scattered clouds
401,Sinnamary,GF,5.3833,-52.95,77.18,92,99,11.59,heavy intensity rain
402,Alice,US,27.7523,-98.0697,55.31,43,1,9.22,clear sky
403,Taoudenni,ML,22.6783,-3.9836,61.99,22,8,10.2,clear sky
404,Cayenne,GF,4.9333,-52.3333,80.1,87,75,4.0,light rain
405,San Ramon,US,37.7799,-121.978,50.38,79,1,0.0,clear sky
406,Port Lincoln,AU,-34.7333,135.8667,83.43,36,57,7.87,light rain
407,Boa Esperanca Do Sul,BR,-21.9925,-48.3908,69.76,46,91,2.46,overcast clouds
408,Moron,AR,-34.6534,-58.6198,75.02,74,7,1.99,clear sky
409,Leh,IN,34.1667,77.5833,9.32,48,98,2.39,overcast clouds
410,Port Augusta,AU,-32.5,137.7667,95.7,9,1,11.79,clear sky
411,Mirabad,AF,30.4362,61.8383,51.66,43,0,8.01,clear sky
412,Thinadhoo,MV,0.5333,72.9333,80.65,77,40,8.03,scattered clouds
413,Baoqing,CN,46.3317,132.2111,17.47,83,99,15.82,overcast clouds
414,Gogrial,SS,8.5332,28.1004,73.08,36,5,4.47,clear sky
415,Inuvik,CA,68.3499,-133.7218,-3.14,77,90,11.5,light snow
416,Araouane,ML,18.9048,-3.5265,63.14,10,6,9.26,clear sky
417,Trairi,BR,-3.2778,-39.2689,80.33,76,24,11.5,few clouds
418,Buritizeiro,BR,-17.3511,-44.9622,70.27,93,71,3.69,broken clouds
419,Miri,MY,4.4148,114.0089,89.74,66,40,9.22,scattered clouds
420,Oussouye,SN,12.485,-16.5469,71.78,85,41,5.3,scattered clouds
421,Nome,US,64.5011,-165.4064,-7.53,71,1,3.44,clear sky
422,Santa Maria,BR,-29.6842,-53.8069,68.61,61,90,4.81,overcast clouds
423,Ambanja,MG,-13.6833,48.45,76.03,79,100,2.42,overcast clouds
424,Chicama,PE,-7.8447,-79.1469,67.51,81,43,5.57,scattered clouds
425,Guerrero Negro,MX,27.9769,-114.0611,62.62,64,0,11.99,clear sky
426,Port Blair,IN,11.6667,92.75,83.34,67,10,16.08,clear sky
427,Nemuro,JP,43.3236,145.575,42.76,67,8,7.76,clear sky
428,Gladstone,AU,-23.85,151.25,88.79,51,3,17.27,clear sky
429,Aberdeen,GB,57.1437,-2.0981,43.29,87,100,6.91,overcast clouds
430,Shelburne,CA,44.0787,-80.2041,33.85,86,94,22.21,overcast clouds
431,Samarai,PG,-10.6167,150.6667,85.91,72,70,21.77,broken clouds
432,Riyadh,SA,24.6877,46.7219,53.65,40,0,0.0,clear sky
433,Am Timan,TD,11.0297,20.2827,71.82,26,69,6.44,broken clouds
434,Talcahuano,CL,-36.7167,-73.1167,55.08,88,20,4.61,few clouds
435,Seoul,KR,37.5683,126.9778,43.99,28,35,16.6,scattered clouds
436,Omama,JP,36.4333,139.2833,61.45,48,50,3.6,scattered clouds
437,Storsteinnes,NO,69.2408,19.2344,30.38,95,100,6.24,light snow
438,Zhezkazgan,KZ,47.8043,67.7144,26.58,100,90,6.71,light snow
439,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.27,95,99,1.74,overcast clouds
440,Imbituba,BR,-28.24,-48.6703,71.49,93,77,3.78,broken clouds
441,Kuusamo,FI,65.9667,29.1833,19.44,93,90,6.91,light snow
442,Rocha,UY,-34.4833,-54.3333,57.54,95,0,5.77,clear sky
443,Inverurie,GB,57.2845,-2.3774,44.62,90,100,3.0,overcast clouds
444,Atambua,ID,-9.1061,124.8925,84.56,68,58,4.36,broken clouds
445,Eyl,SO,7.9803,49.8164,76.6,76,24,19.19,few clouds
446,Banjar,ID,-8.19,114.9675,87.66,71,83,1.77,broken clouds
447,Lodja,CD,-3.4833,23.4333,67.93,99,100,2.15,overcast clouds
448,Port Hawkesbury,CA,45.6169,-61.3485,57.58,96,90,8.99,overcast clouds
449,Teya,RU,60.3778,92.6267,7.93,95,100,2.17,overcast clouds
450,Te Anau,NZ,-45.4167,167.7167,66.43,36,16,2.66,few clouds
451,Voh,NC,-20.9667,164.7,82.2,73,100,4.76,light rain
452,Zalari,RU,53.5584,102.5065,11.37,75,100,2.17,overcast clouds
453,Mayakonda,IN,14.2833,76.0833,74.07,70,59,15.93,broken clouds
454,Carlos Chagas,BR,-17.7031,-40.7664,69.84,97,42,1.52,scattered clouds
455,Morondava,MG,-20.2833,44.2833,82.35,70,68,3.38,broken clouds
456,Aswan,EG,24.0934,32.907,68.56,69,100,5.75,overcast clouds
457,Isangel,VU,-19.55,169.2667,86.11,79,75,4.61,broken clouds
458,Clarence Town,AU,-32.5833,151.7833,72.86,59,90,9.51,overcast clouds
459,Yerbogachen,RU,61.2767,108.0108,-4.86,96,100,5.99,light snow
460,Isla Vista,US,34.4133,-119.861,57.13,62,1,0.0,clear sky
461,Daru,PG,-9.0763,143.2092,83.28,73,98,10.98,overcast clouds
462,Rumes,BE,50.5446,3.3209,45.59,92,90,11.5,overcast clouds
463,Mitu,CO,1.1983,-70.1733,72.36,95,100,2.42,overcast clouds
464,Sechura,PE,-5.5569,-80.8222,69.22,77,99,10.42,overcast clouds
465,Arman,RU,59.7,150.1667,14.02,82,100,6.91,overcast clouds
466,Mount Gambier,AU,-37.8333,140.7667,84.4,24,0,5.48,clear sky
467,Killybegs,IE,54.6333,-8.45,48.45,88,97,7.83,light rain
468,Susanville,US,40.4163,-120.653,39.04,48,90,3.44,overcast clouds
469,Pinega,RU,64.7001,43.3936,11.84,88,97,8.61,overcast clouds
470,Qujing,CN,25.4833,103.7833,42.98,91,100,9.33,overcast clouds
471,Ler,SS,8.3018,30.1418,74.34,34,6,5.64,clear sky
472,Bluefields,NI,12.0137,-83.7635,74.66,91,1,4.16,clear sky
473,Rudolstadt,DE,50.7167,11.3333,36.73,88,91,4.72,overcast clouds
474,Empalme,MX,27.9667,-110.8167,63.91,49,0,8.34,clear sky
475,Agadez,NE,19.75,10.25,57.81,13,78,5.57,broken clouds
476,Cabo San Lucas,MX,22.8909,-109.9124,73.51,69,1,3.69,clear sky
477,Tanout,NE,14.9709,8.8879,61.18,11,16,11.74,few clouds
478,Sibu,MY,2.3,111.8167,86.31,74,40,5.75,scattered clouds
479,Rio Grande,BR,-32.035,-52.0986,64.94,82,0,8.9,clear sky
480,Ekibastuz,KZ,51.6667,75.3667,12.99,94,100,9.82,overcast clouds
481,Almaznyy,RU,48.0448,40.045,28.54,84,36,12.88,scattered clouds
482,Kenai,US,60.5544,-151.2583,6.85,68,20,9.22,mist
483,Vila Velha,BR,-20.3297,-40.2925,76.95,89,75,7.0,broken clouds
484,Kijang,KR,35.2442,129.2139,55.13,46,39,12.8,scattered clouds
485,Tautira,PF,-17.7333,-149.15,82.42,70,44,6.96,scattered clouds
486,Tocopilla,CL,-22.092,-70.1979,66.25,67,1,5.53,clear sky
487,Wanning,CN,18.8003,110.3967,77.23,61,2,16.37,clear sky
488,Serov,RU,59.6033,60.5787,19.71,70,72,8.37,broken clouds
489,Payakumbuh,ID,-0.2202,100.6308,73.87,93,100,1.25,overcast clouds
490,Malanje,AO,-9.5402,16.341,64.0,99,100,2.95,moderate rain
491,Troina,IT,37.7854,14.5985,41.31,92,100,6.46,overcast clouds
492,Palu,ID,-0.8917,119.8707,85.86,77,94,4.23,overcast clouds
493,Bereza,RU,53.5183,50.1397,8.62,78,0,4.47,clear sky
494,Chapais,CA,49.7834,-74.8492,31.78,97,99,17.76,light snow
495,Alihe,CN,50.5667,123.7167,9.72,54,20,11.12,few clouds
496,Port Keats,AU,-14.25,129.55,92.26,53,55,11.21,broken clouds
497,Torrington,US,41.8007,-73.1212,59.77,82,100,5.99,light rain
498,Nipawin,CA,53.3668,-104.0009,21.24,93,1,13.8,clear sky
499,Brigantine,US,39.4101,-74.3646,57.49,89,90,24.16,heavy intensity rain
500,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,75,75,22.37,light shower snow
501,Marsa Matruh,EG,31.3525,27.2453,59.02,51,100,8.93,overcast clouds
502,Omsukchan,RU,62.5333,155.8,-16.53,97,96,1.61,overcast clouds
503,Ekhabi,RU,53.5102,142.9671,28.18,89,99,11.52,overcast clouds
504,Mattawa,US,46.7379,-119.9028,50.52,73,5,8.99,clear sky
505,Myitkyina,MM,25.3833,97.4,74.98,51,0,2.75,clear sky
506,Mamallapuram,IN,12.6264,80.1722,82.45,73,52,15.86,broken clouds
507,Babushkin,RU,51.7122,105.8647,20.39,59,87,9.98,overcast clouds
508,Lensk,RU,60.7253,114.9278,-11.16,92,100,3.47,overcast clouds
509,Broken Hill,AU,-31.95,141.4333,86.81,13,0,1.83,clear sky
510,Paranhos,BR,-23.8928,-55.4311,78.33,31,100,1.97,overcast clouds
511,Pitimbu,BR,-7.4706,-34.8086,79.39,72,2,10.13,clear sky
512,Inzhavino,RU,52.3185,42.4937,22.96,58,94,8.77,overcast clouds
513,Neftekamsk,RU,56.092,54.2703,2.71,97,6,3.0,clear sky
514,Panaba,MX,21.2833,-88.2667,70.97,94,58,6.91,broken clouds
515,Atagay,RU,55.1033,99.3875,22.21,94,100,2.98,snow
516,Ola,RU,59.5833,151.2833,14.14,77,100,11.63,overcast clouds
517,Raudeberg,NO,61.9875,5.1352,41.2,77,100,10.0,overcast clouds
518,Zhanaozen,KZ,43.3,52.8,35.19,86,47,8.46,scattered clouds
519,Moree,AU,-29.4667,149.85,86.02,28,75,12.66,broken clouds
520,Sitka,US,57.0531,-135.33,33.69,60,90,9.22,overcast clouds
521,Lompoc,US,34.6391,-120.4579,52.12,80,1,3.44,clear sky
522,Ust-Koksa,RU,50.2696,85.6108,12.6,74,94,0.6,overcast clouds
523,Tallahassee,US,30.4383,-84.2807,71.67,94,75,1.99,light rain
524,Puerto Escondido,MX,15.85,-97.0667,79.63,73,20,0.0,few clouds
525,Champerico,GT,14.3,-91.9167,79.03,81,0,9.04,clear sky
526,Henties Bay,NA,-22.116,14.2845,57.85,92,0,6.87,clear sky
527,Shemgang,BT,27.2169,90.6579,55.44,49,5,4.68,clear sky
528,Sao Joao De Pirabas,BR,-0.7747,-47.1772,78.8,81,21,7.72,few clouds
529,Likasi,CD,-10.9814,26.7333,65.97,66,81,0.63,broken clouds
530,Norman Wells,CA,65.282,-126.8329,-3.96,71,75,12.66,light snow
531,Luderitz,NA,-26.6481,15.1594,58.66,79,69,10.25,broken clouds
532,Mahuva,IN,21.0914,71.7622,76.39,51,0,12.1,clear sky
533,Kingsland,US,30.8,-81.6898,71.62,92,88,5.59,overcast clouds
534,Tazovskiy,RU,67.4667,78.7,-11.83,82,100,6.31,overcast clouds
535,Zhuhai,CN,22.2769,113.5678,77.72,60,0,6.71,clear sky
536,Moroni,KM,-11.7022,43.2551,82.4,69,40,11.5,scattered clouds
537,Grand-Lahou,CI,5.1367,-5.0242,78.66,84,26,3.44,scattered clouds
538,Mandalgovi,MN,45.7625,106.2708,13.19,50,2,15.86,clear sky
539,Babu,CN,24.4167,111.5167,66.51,55,7,11.05,clear sky
540,Troitsko-Pechorsk,RU,62.7084,56.1964,10.89,83,87,7.74,overcast clouds
541,Pafos,CY,34.7667,32.4167,64.31,62,0,8.05,clear sky
542,Rumia,PL,54.5709,18.388,31.89,89,67,8.81,broken clouds
543,Tarabuco,BO,-19.1667,-64.9167,51.22,85,78,5.61,broken clouds
544,Wajima,JP,37.4,136.9,54.28,93,75,9.22,mist
545,Aykhal,RU,66.0,111.5,-37.21,100,38,1.45,scattered clouds
546,Yabelo,ET,4.8833,38.0833,56.46,44,16,13.38,few clouds
547,Anadyr,RU,64.75,177.4833,-28.7,75,0,11.18,clear sky
548,Morant Bay,JM,17.8815,-76.4093,78.42,79,1,6.35,clear sky
549,Portland,US,45.5234,-122.6762,47.89,93,75,1.01,broken clouds
550,Iranshahr,IR,27.2025,60.6848,55.74,24,0,4.61,clear sky
551,Dwarka,IN,22.2394,68.9678,75.31,53,0,8.9,clear sky
552,Felanitx,ES,39.4696,3.1483,46.13,76,5,3.06,clear sky
553,Hetauda,NP,27.4284,85.0322,65.55,29,15,3.74,few clouds
554,Liwale,TZ,-9.7667,37.9333,72.23,87,100,5.23,overcast clouds
555,Huejucar,MX,22.35,-103.2167,58.12,35,57,0.27,broken clouds
556,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,33.87,89,100,6.08,overcast clouds
557,Pierre,US,44.3683,-100.351,31.28,64,1,10.0,clear sky
558,Chino Valley,US,34.7575,-112.4538,39.36,56,1,3.44,clear sky
559,Florianopolis,BR,-27.6146,-48.5012,69.03,97,40,3.44,scattered clouds
560,Los Palmitos,CO,9.379,-75.2677,73.89,89,100,6.38,overcast clouds
561,Edgewater,US,28.9889,-80.9023,72.01,82,54,5.73,broken clouds
562,Evanston,US,42.0411,-87.6901,34.47,73,1,1.01,clear sky
563,Altotonga,MX,19.7667,-97.2333,54.93,98,100,5.7,overcast clouds
564,Zaysan,KZ,47.4667,84.8667,8.38,83,39,1.34,scattered clouds
565,Kamina,CD,-8.7386,24.9906,61.88,96,90,2.89,overcast clouds
566,Moyale,KE,3.5167,39.0584,67.62,44,5,9.89,clear sky
567,Elko,US,41.0002,-115.5012,32.02,57,100,5.01,overcast clouds
568,Mehamn,NO,71.0357,27.8492,27.3,82,100,7.25,overcast clouds
569,Sanmenxia,CN,34.7747,111.1814,44.46,29,12,8.5,few clouds
570,Kuliyapitiya,LK,7.4688,80.0401,85.1,58,41,8.34,scattered clouds
571,Limbdi,IN,22.5667,71.8,72.64,34,0,7.2,clear sky
572,Roswell,US,34.0232,-84.3616,51.22,81,40,3.0,scattered clouds
573,Manacapuru,BR,-3.2997,-60.6206,75.78,94,100,2.59,light rain
574,Semme,FR,46.1963,1.5007,39.61,94,99,3.83,overcast clouds
575,Salou,ES,41.0766,1.1416,50.29,86,0,6.91,clear sky
576,Pergamino,AR,-33.89,-60.5736,73.26,47,37,7.9,scattered clouds
577,Shoranur,IN,10.7667,76.2833,85.01,65,17,6.38,few clouds
578,Yumen,CN,40.2833,97.2,24.75,41,0,6.62,clear sky
579,Buala,SB,-8.145,159.5921,83.34,79,92,5.91,moderate rain
580,Lewisporte,CA,49.2499,-55.0482,33.55,96,100,5.64,overcast clouds
581,Ojinaga,MX,29.5667,-104.4167,52.75,32,1,8.05,clear sky
582,Rio Gallegos,AR,-51.6226,-69.2181,50.05,87,90,8.05,overcast clouds
583,Rajauri,IN,33.3833,74.3,57.0,28,100,1.63,overcast clouds
584,Atasu,KZ,48.6814,71.6433,22.24,86,94,2.17,overcast clouds
585,Bestobe,KZ,52.4994,73.0975,9.39,87,100,10.87,overcast clouds
586,Mildura,AU,-34.2,142.15,91.36,10,0,1.14,clear sky
587,Touros,BR,-5.1989,-35.4608,79.7,68,56,14.0,broken clouds
588,Elk River,US,45.3038,-93.5672,24.57,79,22,1.01,few clouds
589,Carinhanha,BR,-14.3047,-43.765,70.16,96,65,4.34,light rain
590,Urucara,BR,-2.5364,-57.76,75.74,97,100,1.92,overcast clouds
591,Thanh Hoa,VN,19.8,105.7667,77.58,54,48,6.49,scattered clouds
592,Upata,VE,8.0086,-62.3989,69.6,98,99,2.17,overcast clouds
593,San Carlos,VE,9.6612,-68.5827,69.84,77,44,3.74,scattered clouds
594,Shakawe,BW,-18.3667,21.85,69.87,78,99,2.55,light rain
595,Floresta,BR,-8.6011,-38.5686,78.33,64,33,14.36,scattered clouds
596,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,94,75,3.44,broken clouds
597,Qostanay,KZ,53.1667,63.5833,-0.11,85,0,6.71,clear sky
598,Katherine,AU,-14.4667,132.2667,98.92,26,92,6.91,overcast clouds
599,Karlstad,SE,59.3793,13.5036,32.56,100,90,2.3,mist
600,Belaya Gora,RU,68.5333,146.4167,-32.24,89,100,2.19,overcast clouds
601,Mezen,RU,65.8522,44.24,11.35,89,100,7.56,overcast clouds
602,Nador,MA,35.174,-2.9287,50.25,87,0,2.3,clear sky
603,Kununurra,AU,-15.7667,128.7333,102.18,29,37,6.91,scattered clouds
604,Naze,JP,28.3667,129.4833,68.92,58,77,7.52,broken clouds
605,Diamantina,BR,-18.2494,-43.6003,61.54,95,68,3.74,broken clouds
606,Sotouboua,TG,8.5667,0.9833,73.15,32,39,0.96,scattered clouds
607,Sivaki,RU,52.6333,126.75,6.85,73,100,11.63,overcast clouds
608,The Valley,AI,18.217,-63.0578,80.46,74,0,24.65,clear sky
609,Traverse City,US,44.7631,-85.6206,35.94,75,1,10.36,clear sky
610,Smithers,CA,54.7804,-127.1743,17.92,93,75,3.44,broken clouds
611,Manga,BF,11.6636,-1.0731,73.63,21,81,8.14,broken clouds
612,Bichura,RU,50.5881,107.6022,14.04,67,29,3.24,scattered clouds
613,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,88,40,15.1,scattered clouds
614,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,0.0,broken clouds
615,Rjukan,NO,59.8789,8.5941,32.81,97,100,2.75,light snow
616,Tokomaru,NZ,-40.4667,175.5,57.38,97,100,8.93,overcast clouds
617,Abalak,RU,58.1286,68.5944,2.71,97,42,4.61,scattered clouds
618,Chute-Aux-Outardes,CA,49.1168,-68.399,35.91,100,90,17.27,mist
619,Tawang,IN,27.5833,91.8667,47.46,40,2,5.06,clear sky
620,Kalmunai,LK,7.4167,81.8167,83.08,74,33,11.92,scattered clouds
621,Mogadishu,SO,2.0371,45.3438,78.04,81,32,15.57,scattered clouds
622,Jumla,NP,29.2747,82.1838,50.61,15,85,1.03,overcast clouds
623,Churapcha,RU,62.0025,132.4325,-27.56,100,100,1.12,overcast clouds
624,Landau,DE,49.2075,8.1133,37.78,91,82,5.46,broken clouds
625,Marawi,PH,7.9986,124.2928,75.65,72,100,5.37,overcast clouds
626,Isla Mujeres,MX,21.2311,-86.731,77.16,76,22,10.4,few clouds
627,Kanina,CD,-10.7341,25.4699,60.44,94,99,1.32,overcast clouds
628,Teahupoo,PF,-17.8333,-149.2667,76.96,71,58,7.72,broken clouds
629,Safford,US,32.834,-109.7076,50.11,39,1,9.22,clear sky
630,Schweinfurt,DE,50.05,10.2333,37.83,95,98,6.42,overcast clouds
631,Alofi,NU,-19.0595,-169.9187,82.29,69,10,6.91,clear sky
632,Charlestown,AU,-32.95,151.6667,72.73,66,51,5.01,broken clouds
633,Santa Rosa,PH,14.3122,121.1114,86.11,70,68,15.28,broken clouds
634,Lhokseumawe,ID,5.1801,97.1507,83.3,71,96,6.85,overcast clouds
635,Sovetskiy,RU,61.3614,63.5842,15.98,76,87,10.74,overcast clouds
636,Houma,US,29.5958,-90.7195,55.99,79,92,11.61,overcast clouds
637,Dakar,SN,14.6937,-17.4441,69.93,88,62,0.0,broken clouds
638,Onalaska,US,43.8844,-91.2351,28.27,77,1,6.91,clear sky
639,Ati,TD,13.2154,18.3353,69.78,23,33,9.51,scattered clouds
640,Tarsus,TR,36.9188,34.8784,53.98,59,3,7.87,clear sky
641,Tigre,AR,-34.426,-58.5796,75.29,74,0,8.05,clear sky
642,Zhigansk,RU,66.7697,123.3711,-10.66,98,100,8.97,overcast clouds
643,Qidong,CN,31.8128,121.6561,52.03,73,100,16.82,overcast clouds
644,Limbe,CM,4.0242,9.2149,76.05,73,99,2.37,overcast clouds
645,Jardim,BR,-21.4803,-56.1381,77.38,58,82,6.06,broken clouds
646,Halifax,CA,44.6453,-63.5724,57.09,95,100,11.01,overcast clouds
647,Kuvandyk,RU,51.4781,57.3552,14.65,74,0,13.38,clear sky
